#id, user_id, time_stamp, epoch_millis, phone_timezone, latitude, longitude, mode, speed, variance, average, fft,,,,,,,,,,,,,,,,
42560,55,11/30/2010 0:39,1.29E+12,America/Los_Angeles,34.06918324,-118.4433032,drive,1,1.86E-05,0.99412289,[5.379347370134463E-4\,4.563124226881066E-4\,3.4766576007672057E-4\,7.176445154160232E-4\,7.631350968858456E-5\,51.69552822697068\,43.85162382032818\,33.41067954337582\,1.7884172761927168\,38.119998931884766],,,,,,,
42561,55,11/30/2010 0:40,1.29E+12,America/Los_Angeles,34.07033989,-118.4423629,drive,1,1.07E-08,0.988535979,[8.450849358496849E-7\,3.6002481491041336E-7\,1.7369722431645825E-7\,6.534262644125182E-8\,1.8499711798370902E-8\,0.08121266233577738\,0.03459838471301958\,0.016692303256746976\,0.001030389089914493\,34.560001373291016],,,,,,,
42562,55,11/30/2010 0:41,1.29E+12,America/Los_Angeles,34.06918324,-118.4433032,still,0,3.01E-05,0.984781816,[0.00362306180025479\,0.001079870250619848\,1.5977389716027007E-5\,2.486045544569596E-4\,1.491058913516207E-4\,348.1762390045442\,103.77553108456425\,1.5354271517103057\,2.897075577159686\,38.119998931884766],,,,,,,
42563,55,11/30/2010 0:42,1.29E+12,America/Los_Angeles,34.0687258,-118.4435351,still,0,1.88E-05,0.986712724,[0.0012122438278155505\,9.324058526053174E-4\,6.022306894940986E-4\,9.999985128626251E-5\,8.17054995494958E-5\,116.49663185306872\,89.60420243538617\,57.87436926038693\,1.8058668469728156\,30.610000610351562],,,,,,,
42564,55,11/30/2010 0:43,1.29E+12,America/Los_Angeles,34.06918324,-118.4433032,still,0,1.11E-31,0.988628594,[4.769973488329291E-29\,4.125577219623807E-29\,5.100636000098006E-31\,2.296034897780011E-31\,1.1602458851558484E-30\,1.0543792871532249E-23\,8.875929554804178E-27\,1.1632227364026952E-25\,2.908056841006738E-26\,38.119998931884766],,,,,,,
42565,55,11/30/2010 0:44,1.29E+12,America/Los_Angeles,34.06918324,-118.4433032,still,0,0.002729442,1.004833529,[0.05426789859958919\,0.07585796792993468\,0.041483185447730074\,0.04885772947952256\,0.052390209147974806\,5215.1450554201065\,7289.950718066824\,3986.534121526866\,262.29939306942777\,38.119998931884766],,,,,,,
42566,55,11/30/2010 0:45,1.29E+12,America/Los_Angeles,34.06918324,-118.4433032,still,0,4.93E-32,0.988597725,[1.88639423151639E-31\,4.601817579088647E-30\,6.933203520837345E-31\,8.408695903253826E-31\,2.859411706637229E-30\,6.758818979414592E-24\,9.487898412998635E-25\,2.6535073127615823E-25\,0\,38.119998931884766],,,,,,,
42567,55,11/30/2010 0:46,1.29E+12,America/Los_Angeles,34.06918324,-118.4433032,still,0,3.24E-05,0.995934363,[0.003867773498713485\,4.862262420414741E-4\,1.3920502093333874E-4\,2.2845948250883289E-4\,5.011937615218007E-4\,371.6930332263132\,46.72634186019002\,13.377602511694466\,3.1148233329599737\,38.119998931884766],,,,,,,
42568,55,11/30/2010 0:47,1.29E+12,America/Los_Angeles,34.06918324,-118.4433032,still,0,1.47E-05,0.988478987,[5.8919807408519976E-5\,2.1081145886275843E-4\,3.916298406649816E-4\,5.550014967686348E-4\,1.2666960846770324E-4\,5.6621934919670025\,20.258981196703076\,37.63562768790579\,1.4133347651559496\,38.119998931884766],,,,,,,
42569,55,11/30/2010 0:48,1.29E+12,America/Los_Angeles,34.06918324,-118.4433032,still,0,7.30E-06,0.993053641,[1.3002653095159009E-4\,1.4696142823396446E-4\,1.372510396730817E-4\,1.4272109080707175E-4\,1.4130350710649152E-4\,12.495549624436904\,14.122993253288342\,13.189824912582157\,0.7016345200697303\,38.119998931884766],,,,,,,
42570,55,11/30/2010 0:49,1.29E+12,America/Los_Angeles,34.06918324,-118.4433032,still,0,3.01E-05,0.996116957,[0.0031947161763789256\,7.290934952409475E-4\,1.3165724217104077E-4\,2.2579285148690737E-5\,1.1059001144008365E-4\,307.0122245499542\,70.0658848926582\,12.652260972638782\,2.8895244126595245\,38.119998931884766],,,,,,,
42571,55,11/30/2010 0:50,1.29E+12,America/Los_Angeles,34.06918324,-118.4433032,still,0,9.10E-09,0.992401571,[9.406551277069808E-7\,1.7034328131190577E-7\,9.874641847402858E-8\,1.6630378832269147E-7\,5.2213159716420295E-8\,0.09039695777253853\,0.016369989334061287\,0.00948953081534746\,8.742974495721923E-4\,38.119998931884766],,,,,,,
42572,55,11/30/2010 0:51,1.29E+12,America/Los_Angeles,34.06918324,-118.4433032,still,0,1.07E-08,0.992362726,[1.5796437154148373E-6\,1.1072099118596198E-8\,1.787517788197752E-7\,6.67587577035092E-8\,1.7297898361231323E-8\,0.15180376105085314\,0.0010640287253155412\,0.017178045944658694\,0.0010323351220915102\,38.119998931884766],,,,,,,
42573,55,11/30/2010 0:52,1.29E+12,America/Los_Angeles,34.06918324,-118.4433032,still,0,4.93E-32,0.984568759,[3.5134560530697856E-30\,1.232595164407831E-30\,5.3248111102418304E-30\,4.197488557670146E-31\,2.0856925339721094E-31\,1.0255906310372358E-24\,7.5460929973389205E-25\,3.489668209208086E-25\,3.231174267785264E-27\,38.119998931884766],,,,,,,
